0 qid:10001 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-1, Ample, ACS, combine: 1
0 qid:10001 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-1, SBI, ACS, combine: 145
0 qid:10001 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-1, SBI, Nopol, combine: 146
2 qid:10001 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-1, SBI, SimFix, combine: 147
2 qid:10001 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-1, SBI, TBar, combine: 148
0 qid:10001 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-1, Scott, ACS, combine: 149
0 qid:10001 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-1, Scott, Nopol, combine: 150
2 qid:10001 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-1, Scott, SimFix, combine: 151
2 qid:10001 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-1, Scott, TBar, combine: 152
0 qid:10001 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-1, SimpleMatching, ACS, combine: 153
0 qid:10001 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-1, SimpleMatching, Nopol, combine: 154
2 qid:10001 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-1, SimpleMatching, SimFix, combine: 155
2 qid:10001 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-1, SimpleMatching, TBar, combine: 156
0 qid:10001 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-1, Sokal, ACS, combine: 157
0 qid:10001 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-1, Sokal, Nopol, combine: 158
2 qid:10001 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-1, Sokal, SimFix, combine: 159
2 qid:10001 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-1, Sokal, TBar, combine: 160
0 qid:10001 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-1, SorensenDice, ACS, combine: 161
0 qid:10001 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-1, SorensenDice, Nopol, combine: 162
2 qid:10001 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-1, SorensenDice, SimFix, combine: 163
2 qid:10001 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-1, SorensenDice, TBar, combine: 164
0 qid:10001 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-1, Tarantula, ACS, combine: 165
0 qid:10001 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-1, Tarantula, Nopol, combine: 166
2 qid:10001 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-1, Tarantula, SimFix, combine: 167
2 qid:10001 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-1, Tarantula, TBar, combine: 168
0 qid:10001 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-1, Tarwid, ACS, combine: 169
0 qid:10001 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-1, Tarwid, Nopol, combine: 170
2 qid:10001 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-1, Tarwid, SimFix, combine: 171
2 qid:10001 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-1, Tarwid, TBar, combine: 172
0 qid:10001 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-1, Wong1, ACS, combine: 173
0 qid:10001 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-1, Wong1, Nopol, combine: 174
2 qid:10001 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-1, Wong1, SimFix, combine: 175
2 qid:10001 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-1, Wong1, TBar, combine: 176
0 qid:10001 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-1, Wong2, ACS, combine: 177
0 qid:10001 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-1, Wong2, Nopol, combine: 178
2 qid:10001 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-1, Wong2, SimFix, combine: 179
2 qid:10001 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-1, Wong2, TBar, combine: 180
0 qid:10001 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-1, Wong3, ACS, combine: 181
0 qid:10001 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-1, Wong3, Nopol, combine: 182
2 qid:10001 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-1, Wong3, SimFix, combine: 183
2 qid:10001 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-1, Wong3, TBar, combine: 184
0 qid:10001 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-1, Zoltar, ACS, combine: 185
0 qid:10001 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-1, Zoltar, Nopol, combine: 186
2 qid:10001 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-1, Zoltar, SimFix, combine: 187
2 qid:10001 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-1, Zoltar, TBar, combine: 188
0 qid:10002 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-2, Ample, ACS, combine: 1
0 qid:10002 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-2, Ample, Nopol, combine: 2
2 qid:10002 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-2, Ample, SimFix, combine: 3
2 qid:10002 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-2, Ample, TBar, combine: 4
0 qid:10002 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-2, Anderberg, ACS, combine: 5
0 qid:10002 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-2, Anderberg, Nopol, combine: 6
2 qid:10002 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-2, Anderberg, SimFix, combine: 7
2 qid:10002 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-2, Anderberg, TBar, combine: 8
0 qid:10002 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-2, ArithmeticMean, ACS, combine: 9
0 qid:10002 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-2, ArithmeticMean, Nopol, combine: 10
2 qid:10002 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-2, ArithmeticMean, SimFix, combine: 11
2 qid:10002 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-2, ArithmeticMean, TBar, combine: 12
0 qid:10002 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-2, BaroniUrbaniBuser, ACS, combine: 13
0 qid:10002 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-2, BaroniUrbaniBuser, Nopol, combine: 14
2 qid:10002 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-2, BaroniUrbaniBuser, SimFix, combine: 15
2 qid:10002 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-2, BaroniUrbaniBuser, TBar, combine: 16
0 qid:10002 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-2, BraunBanqust, ACS, combine: 17
0 qid:10002 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-2, BraunBanqust, Nopol, combine: 18
2 qid:10002 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-2, BraunBanqust, SimFix, combine: 19
2 qid:10002 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-2, BraunBanqust, TBar, combine: 20
0 qid:10002 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-2, Cohen, ACS, combine: 21
0 qid:10002 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-2, Cohen, Nopol, combine: 22
2 qid:10002 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-2, Cohen, SimFix, combine: 23
2 qid:10002 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-2, Cohen, TBar, combine: 24
0 qid:10002 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-2, Dennis, ACS, combine: 25
0 qid:10002 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-2, Dennis, Nopol, combine: 26
2 qid:10002 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-2, Dennis, SimFix, combine: 27
2 qid:10002 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-2, Dennis, TBar, combine: 28
0 qid:10002 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-2, Dice, ACS, combine: 29
0 qid:10002 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-2, Dice, Nopol, combine: 30
2 qid:10002 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-2, Dice, SimFix, combine: 31
2 qid:10002 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-2, Dice, TBar, combine: 32
0 qid:10002 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-2, Dstar, ACS, combine: 33
0 qid:10002 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-2, Dstar, Nopol, combine: 34
2 qid:10002 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-2, Dstar, SimFix, combine: 35
2 qid:10002 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-2, Dstar, TBar, combine: 36
0 qid:10002 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-2, Euclid, ACS, combine: 37
0 qid:10002 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-2, Euclid, Nopol, combine: 38
2 qid:10002 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-2, Euclid, SimFix, combine: 39
2 qid:10002 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-2, Euclid, TBar, combine: 40
0 qid:10002 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-2, Fleiss, ACS, combine: 41
0 qid:10002 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-2, Fleiss, Nopol, combine: 42
2 qid:10002 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-2, Fleiss, SimFix, combine: 43
2 qid:10002 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-2, Fleiss, TBar, combine: 44
0 qid:10002 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-2, Fossum, ACS, combine: 45
0 qid:10002 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-2, Fossum, Nopol, combine: 46
2 qid:10002 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-2, Fossum, SimFix, combine: 47
2 qid:10002 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-2, Fossum, TBar, combine: 48
0 qid:10002 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-2, Goodman, ACS, combine: 49
0 qid:10002 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-2, Goodman, Nopol, combine: 50
2 qid:10002 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-2, Goodman, SimFix, combine: 51
2 qid:10002 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-2, Goodman, TBar, combine: 52
0 qid:10002 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-2, Gower, ACS, combine: 53
0 qid:10002 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-2, Gower, Nopol, combine: 54
2 qid:10002 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-2, Gower, SimFix, combine: 55
2 qid:10002 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-2, Gower, TBar, combine: 56
0 qid:10002 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-2, GP13, ACS, combine: 57
0 qid:10002 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-2, GP13, Nopol, combine: 58
2 qid:10002 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-2, GP13, SimFix, combine: 59
