Top: 1, Stetemnet: 2433, Suspicious_Value: 1
Top: 11, Stetemnet: 6294, Suspicious_Value: 0.882904
Top: 11, Stetemnet: 6295, Suspicious_Value: 0.882904
Top: 12, Stetemnet: 164, Suspicious_Value: 0.864169
Top: 12, Stetemnet: 165, Suspicious_Value: 0.864169
Top: 13, Stetemnet: 5780, Suspicious_Value: 0.859485
Top: 14, Stetemnet: 5772, Suspicious_Value: 0.850117
Top: 14, Stetemnet: 5773, Suspicious_Value: 0.850117
Top: 14, Stetemnet: 5774, Suspicious_Value: 0.850117
Top: 15, Stetemnet: 222, Suspicious_Value: 0.814988
Top: 15, Stetemnet: 223, Suspicious_Value: 0.814988
Top: 15, Stetemnet: 224, Suspicious_Value: 0.814988
Top: 16, Stetemnet: 196, Suspicious_Value: 0.777518
Top: 16, Stetemnet: 197, Suspicious_Value: 0.777518
Top: 16, Stetemnet: 199, Suspicious_Value: 0.777518
Top: 16, Stetemnet: 200, Suspicious_Value: 0.777518
Top: 16, Stetemnet: 201, Suspicious_Value: 0.777518
Top: 16, Stetemnet: 202, Suspicious_Value: 0.777518
Top: 16, Stetemnet: 203, Suspicious_Value: 0.777518
Top: 16, Stetemnet: 204, Suspicious_Value: 0.777518
Top: 16, Stetemnet: 205, Suspicious_Value: 0.777518
Top: 17, Stetemnet: 340, Suspicious_Value: 0.772834
Top: 17, Stetemnet: 341, Suspicious_Value: 0.772834
Top: 18, Stetemnet: 135, Suspicious_Value: 0.763466
Top: 18, Stetemnet: 136, Suspicious_Value: 0.763466
Top: 18, Stetemnet: 137, Suspicious_Value: 0.763466
Top: 18, Stetemnet: 138, Suspicious_Value: 0.763466
Top: 18, Stetemnet: 139, Suspicious_Value: 0.763466
Top: 18, Stetemnet: 140, Suspicious_Value: 0.763466
Top: 19, Stetemnet: 1981, Suspicious_Value: 0.761124
Top: 19, Stetemnet: 1983, Suspicious_Value: 0.761124
Top: 19, Stetemnet: 1984, Suspicious_Value: 0.761124
Top: 20, Stetemnet: 342, Suspicious_Value: 0.758782
Top: 20, Stetemnet: 344, Suspicious_Value: 0.758782
Top: 20, Stetemnet: 346, Suspicious_Value: 0.758782
Top: 20, Stetemnet: 347, Suspicious_Value: 0.758782
Top: 20, Stetemnet: 349, Suspicious_Value: 0.758782
Top: 20, Stetemnet: 350, Suspicious_Value: 0.758782
Top: 20, Stetemnet: 351, Suspicious_Value: 0.758782
Top: 20, Stetemnet: 352, Suspicious_Value: 0.758782
Top: 20, Stetemnet: 353, Suspicious_Value: 0.758782
Top: 20, Stetemnet: 354, Suspicious_Value: 0.758782
Top: 20, Stetemnet: 355, Suspicious_Value: 0.758782
Top: 20, Stetemnet: 356, Suspicious_Value: 0.758782
Top: 21, Stetemnet: 299, Suspicious_Value: 0.735363
Top: 21, Stetemnet: 300, Suspicious_Value: 0.735363
Top: 21, Stetemnet: 301, Suspicious_Value: 0.735363
Top: 21, Stetemnet: 302, Suspicious_Value: 0.735363
Top: 21, Stetemnet: 303, Suspicious_Value: 0.735363
Top: 22, Stetemnet: 115, Suspicious_Value: 0.733021
Top: 22, Stetemnet: 116, Suspicious_Value: 0.733021
