Top: 1, Stetemnet: 60, Suspicious_Value: 1
Top: 11, Stetemnet: 267, Suspicious_Value: 0.274914
Top: 12, Stetemnet: 439, Suspicious_Value: 0.261168
Top: 12, Stetemnet: 498, Suspicious_Value: 0.261168
Top: 12, Stetemnet: 499, Suspicious_Value: 0.261168
Top: 12, Stetemnet: 500, Suspicious_Value: 0.261168
Top: 12, Stetemnet: 501, Suspicious_Value: 0.261168
Top: 12, Stetemnet: 502, Suspicious_Value: 0.261168
Top: 13, Stetemnet: 493, Suspicious_Value: 0.257732
Top: 13, Stetemnet: 494, Suspicious_Value: 0.257732
Top: 14, Stetemnet: 440, Suspicious_Value: 0.247423
Top: 15, Stetemnet: 273, Suspicious_Value: 0.171821
Top: 16, Stetemnet: 353, Suspicious_Value: 0.158076
Top: 16, Stetemnet: 354, Suspicious_Value: 0.158076
Top: 16, Stetemnet: 356, Suspicious_Value: 0.158076
Top: 16, Stetemnet: 357, Suspicious_Value: 0.158076
Top: 16, Stetemnet: 358, Suspicious_Value: 0.158076
Top: 16, Stetemnet: 360, Suspicious_Value: 0.158076
Top: 16, Stetemnet: 361, Suspicious_Value: 0.158076
Top: 16, Stetemnet: 362, Suspicious_Value: 0.158076
Top: 16, Stetemnet: 364, Suspicious_Value: 0.158076
Top: 16, Stetemnet: 365, Suspicious_Value: 0.158076
Top: 16, Stetemnet: 366, Suspicious_Value: 0.158076
Top: 16, Stetemnet: 368, Suspicious_Value: 0.158076
Top: 16, Stetemnet: 369, Suspicious_Value: 0.158076
Top: 16, Stetemnet: 370, Suspicious_Value: 0.158076
Top: 16, Stetemnet: 372, Suspicious_Value: 0.158076
Top: 16, Stetemnet: 373, Suspicious_Value: 0.158076
Top: 16, Stetemnet: 374, Suspicious_Value: 0.158076
Top: 16, Stetemnet: 376, Suspicious_Value: 0.158076
Top: 16, Stetemnet: 377, Suspicious_Value: 0.158076
Top: 16, Stetemnet: 378, Suspicious_Value: 0.158076
Top: 16, Stetemnet: 380, Suspicious_Value: 0.158076
Top: 16, Stetemnet: 381, Suspicious_Value: 0.158076
Top: 16, Stetemnet: 382, Suspicious_Value: 0.158076
Top: 16, Stetemnet: 384, Suspicious_Value: 0.158076
Top: 16, Stetemnet: 385, Suspicious_Value: 0.158076
Top: 16, Stetemnet: 386, Suspicious_Value: 0.158076
Top: 16, Stetemnet: 387, Suspicious_Value: 0.158076
Top: 16, Stetemnet: 388, Suspicious_Value: 0.158076
Top: 16, Stetemnet: 389, Suspicious_Value: 0.158076
Top: 16, Stetemnet: 390, Suspicious_Value: 0.158076
Top: 16, Stetemnet: 391, Suspicious_Value: 0.158076
Top: 16, Stetemnet: 392, Suspicious_Value: 0.158076
Top: 16, Stetemnet: 393, Suspicious_Value: 0.158076
Top: 16, Stetemnet: 394, Suspicious_Value: 0.158076
Top: 16, Stetemnet: 395, Suspicious_Value: 0.158076
Top: 16, Stetemnet: 396, Suspicious_Value: 0.158076
Top: 17, Stetemnet: 269, Suspicious_Value: 0.151203
Top: 17, Stetemnet: 270, Suspicious_Value: 0.151203
Top: 17, Stetemnet: 271, Suspicious_Value: 0.151203
Top: 17, Stetemnet: 272, Suspicious_Value: 0.151203
Top: 17, Stetemnet: 275, Suspicious_Value: 0.151203
Top: 17, Stetemnet: 277, Suspicious_Value: 0.151203
Top: 17, Stetemnet: 278, Suspicious_Value: 0.151203
Top: 17, Stetemnet: 280, Suspicious_Value: 0.151203
Top: 17, Stetemnet: 339, Suspicious_Value: 0.151203
Top: 17, Stetemnet: 340, Suspicious_Value: 0.151203
Top: 17, Stetemnet: 342, Suspicious_Value: 0.151203
Top: 17, Stetemnet: 343, Suspicious_Value: 0.151203
Top: 17, Stetemnet: 344, Suspicious_Value: 0.151203
Top: 17, Stetemnet: 345, Suspicious_Value: 0.151203
Top: 17, Stetemnet: 346, Suspicious_Value: 0.151203
Top: 17, Stetemnet: 347, Suspicious_Value: 0.151203
Top: 17, Stetemnet: 348, Suspicious_Value: 0.151203
Top: 17, Stetemnet: 349, Suspicious_Value: 0.151203
Top: 17, Stetemnet: 350, Suspicious_Value: 0.151203
Top: 17, Stetemnet: 351, Suspicious_Value: 0.151203
Top: 17, Stetemnet: 352, Suspicious_Value: 0.151203
Top: 17, Stetemnet: 420, Suspicious_Value: 0.151203
Top: 17, Stetemnet: 421, Suspicious_Value: 0.151203
Top: 17, Stetemnet: 422, Suspicious_Value: 0.151203
Top: 17, Stetemnet: 423, Suspicious_Value: 0.151203
Top: 17, Stetemnet: 424, Suspicious_Value: 0.151203
Top: 17, Stetemnet: 425, Suspicious_Value: 0.151203
Top: 17, Stetemnet: 426, Suspicious_Value: 0.151203
Top: 17, Stetemnet: 427, Suspicious_Value: 0.151203
Top: 17, Stetemnet: 428, Suspicious_Value: 0.151203
Top: 17, Stetemnet: 429, Suspicious_Value: 0.151203
Top: 17, Stetemnet: 430, Suspicious_Value: 0.151203
Top: 17, Stetemnet: 431, Suspicious_Value: 0.151203
Top: 17, Stetemnet: 432, Suspicious_Value: 0.151203
Top: 17, Stetemnet: 433, Suspicious_Value: 0.151203
Top: 17, Stetemnet: 434, Suspicious_Value: 0.151203
Top: 17, Stetemnet: 435, Suspicious_Value: 0.151203
Top: 17, Stetemnet: 436, Suspicious_Value: 0.151203
Top: 17, Stetemnet: 437, Suspicious_Value: 0.151203
Top: 18, Stetemnet: 192, Suspicious_Value: 0.120275
Top: 18, Stetemnet: 193, Suspicious_Value: 0.120275
Top: 18, Stetemnet: 194, Suspicious_Value: 0.120275
Top: 18, Stetemnet: 211, Suspicious_Value: 0.120275
Top: 18, Stetemnet: 441, Suspicious_Value: 0.120275
Top: 18, Stetemnet: 443, Suspicious_Value: 0.120275
Top: 18, Stetemnet: 444, Suspicious_Value: 0.120275
Top: 18, Stetemnet: 445, Suspicious_Value: 0.120275
Top: 18, Stetemnet: 446, Suspicious_Value: 0.120275
Top: 18, Stetemnet: 448, Suspicious_Value: 0.120275
Top: 18, Stetemnet: 449, Suspicious_Value: 0.120275
Top: 18, Stetemnet: 451, Suspicious_Value: 0.120275
Top: 18, Stetemnet: 453, Suspicious_Value: 0.120275
Top: 18, Stetemnet: 455, Suspicious_Value: 0.120275
Top: 18, Stetemnet: 457, Suspicious_Value: 0.120275
Top: 18, Stetemnet: 459, Suspicious_Value: 0.120275
Top: 18, Stetemnet: 461, Suspicious_Value: 0.120275
Top: 18, Stetemnet: 463, Suspicious_Value: 0.120275
Top: 18, Stetemnet: 465, Suspicious_Value: 0.120275
Top: 18, Stetemnet: 467, Suspicious_Value: 0.120275
Top: 18, Stetemnet: 469, Suspicious_Value: 0.120275
Top: 18, Stetemnet: 470, Suspicious_Value: 0.120275
Top: 18, Stetemnet: 479, Suspicious_Value: 0.120275
Top: 19, Stetemnet: 452, Suspicious_Value: 0.106529
Top: 19, Stetemnet: 458, Suspicious_Value: 0.106529
Top: 20, Stetemnet: 1, Suspicious_Value: 0.0996564
Top: 20, Stetemnet: 2, Suspicious_Value: 0.0996564
Top: 20, Stetemnet: 3, Suspicious_Value: 0.0996564
Top: 20, Stetemnet: 13, Suspicious_Value: 0.0996564
Top: 20, Stetemnet: 23, Suspicious_Value: 0.0996564
Top: 20, Stetemnet: 24, Suspicious_Value: 0.0996564
Top: 20, Stetemnet: 25, Suspicious_Value: 0.0996564
Top: 20, Stetemnet: 26, Suspicious_Value: 0.0996564
Top: 20, Stetemnet: 282, Suspicious_Value: 0.0996564
Top: 20, Stetemnet: 284, Suspicious_Value: 0.0996564
Top: 20, Stetemnet: 286, Suspicious_Value: 0.0996564
Top: 20, Stetemnet: 288, Suspicious_Value: 0.0996564
Top: 21, Stetemnet: 74, Suspicious_Value: 0.0962199
Top: 21, Stetemnet: 90, Suspicious_Value: 0.0962199
Top: 21, Stetemnet: 281, Suspicious_Value: 0.0962199
Top: 22, Stetemnet: 68, Suspicious_Value: 0.0893471
Top: 23, Stetemnet: 195, Suspicious_Value: 0.0824742
Top: 24, Stetemnet: 118, Suspicious_Value: 0.0756014
Top: 24, Stetemnet: 119, Suspicious_Value: 0.0756014
Top: 24, Stetemnet: 122, Suspicious_Value: 0.0756014
Top: 24, Stetemnet: 480, Suspicious_Value: 0.0756014
Top: 24, Stetemnet: 481, Suspicious_Value: 0.0756014
Top: 24, Stetemnet: 482, Suspicious_Value: 0.0756014
Top: 24, Stetemnet: 504, Suspicious_Value: 0.0756014
Top: 24, Stetemnet: 506, Suspicious_Value: 0.0756014
Top: 24, Stetemnet: 508, Suspicious_Value: 0.0756014
Top: 24, Stetemnet: 509, Suspicious_Value: 0.0756014
Top: 24, Stetemnet: 511, Suspicious_Value: 0.0756014
Top: 24, Stetemnet: 513, Suspicious_Value: 0.0756014
Top: 25, Stetemnet: 514, Suspicious_Value: 0.0721649
Top: 26, Stetemnet: 404, Suspicious_Value: 0.0618557
Top: 27, Stetemnet: 405, Suspicious_Value: 0.0584192
Top: 28, Stetemnet: 15, Suspicious_Value: 0.0549828
Top: 28, Stetemnet: 17, Suspicious_Value: 0.0549828
Top: 28, Stetemnet: 19, Suspicious_Value: 0.0549828
Top: 28, Stetemnet: 20, Suspicious_Value: 0.0549828
Top: 28, Stetemnet: 22, Suspicious_Value: 0.0549828
Top: 28, Stetemnet: 124, Suspicious_Value: 0.0549828
Top: 28, Stetemnet: 126, Suspicious_Value: 0.0549828
Top: 28, Stetemnet: 128, Suspicious_Value: 0.0549828
Top: 28, Stetemnet: 129, Suspicious_Value: 0.0549828
Top: 28, Stetemnet: 131, Suspicious_Value: 0.0549828
Top: 28, Stetemnet: 133, Suspicious_Value: 0.0549828
Top: 28, Stetemnet: 135, Suspicious_Value: 0.0549828
Top: 28, Stetemnet: 137, Suspicious_Value: 0.0549828
Top: 28, Stetemnet: 139, Suspicious_Value: 0.0549828
Top: 28, Stetemnet: 141, Suspicious_Value: 0.0549828
Top: 28, Stetemnet: 143, Suspicious_Value: 0.0549828
Top: 28, Stetemnet: 145, Suspicious_Value: 0.0549828
Top: 28, Stetemnet: 147, Suspicious_Value: 0.0549828
Top: 28, Stetemnet: 149, Suspicious_Value: 0.0549828
Top: 28, Stetemnet: 151, Suspicious_Value: 0.0549828
Top: 28, Stetemnet: 153, Suspicious_Value: 0.0549828
Top: 28, Stetemnet: 183, Suspicious_Value: 0.0549828
Top: 29, Stetemnet: 185, Suspicious_Value: 0.0515464
Top: 29, Stetemnet: 187, Suspicious_Value: 0.0515464
Top: 29, Stetemnet: 188, Suspicious_Value: 0.0515464
Top: 29, Stetemnet: 190, Suspicious_Value: 0.0515464
Top: 29, Stetemnet: 234, Suspicious_Value: 0.0515464
Top: 29, Stetemnet: 235, Suspicious_Value: 0.0515464
Top: 29, Stetemnet: 253, Suspicious_Value: 0.0515464
Top: 30, Stetemnet: 14, Suspicious_Value: 0.0446735
Top: 30, Stetemnet: 120, Suspicious_Value: 0.0446735
Top: 30, Stetemnet: 121, Suspicious_Value: 0.0446735
Top: 30, Stetemnet: 197, Suspicious_Value: 0.0446735
Top: 30, Stetemnet: 199, Suspicious_Value: 0.0446735
Top: 30, Stetemnet: 201, Suspicious_Value: 0.0446735
Top: 30, Stetemnet: 202, Suspicious_Value: 0.0446735
Top: 30, Stetemnet: 483, Suspicious_Value: 0.0446735
Top: 31, Stetemnet: 406, Suspicious_Value: 0.0412371
Top: 31, Stetemnet: 408, Suspicious_Value: 0.0412371
Top: 31, Stetemnet: 409, Suspicious_Value: 0.0412371
Top: 31, Stetemnet: 410, Suspicious_Value: 0.0412371
Top: 32, Stetemnet: 155, Suspicious_Value: 0.0378007
Top: 32, Stetemnet: 156, Suspicious_Value: 0.0378007
Top: 32, Stetemnet: 157, Suspicious_Value: 0.0378007
Top: 32, Stetemnet: 158, Suspicious_Value: 0.0378007
Top: 32, Stetemnet: 159, Suspicious_Value: 0.0378007
Top: 32, Stetemnet: 160, Suspicious_Value: 0.0378007
Top: 32, Stetemnet: 161, Suspicious_Value: 0.0378007
Top: 32, Stetemnet: 162, Suspicious_Value: 0.0378007
Top: 32, Stetemnet: 163, Suspicious_Value: 0.0378007
Top: 32, Stetemnet: 164, Suspicious_Value: 0.0378007
Top: 32, Stetemnet: 165, Suspicious_Value: 0.0378007
Top: 32, Stetemnet: 166, Suspicious_Value: 0.0378007
Top: 32, Stetemnet: 167, Suspicious_Value: 0.0378007
Top: 32, Stetemnet: 168, Suspicious_Value: 0.0378007
Top: 32, Stetemnet: 169, Suspicious_Value: 0.0378007
Top: 32, Stetemnet: 189, Suspicious_Value: 0.0378007
Top: 32, Stetemnet: 196, Suspicious_Value: 0.0378007
Top: 32, Stetemnet: 237, Suspicious_Value: 0.0378007
Top: 32, Stetemnet: 239, Suspicious_Value: 0.0378007
Top: 32, Stetemnet: 241, Suspicious_Value: 0.0378007
Top: 32, Stetemnet: 243, Suspicious_Value: 0.0378007
Top: 32, Stetemnet: 245, Suspicious_Value: 0.0378007
Top: 32, Stetemnet: 246, Suspicious_Value: 0.0378007
Top: 32, Stetemnet: 411, Suspicious_Value: 0.0378007
Top: 32, Stetemnet: 413, Suspicious_Value: 0.0378007
Top: 32, Stetemnet: 415, Suspicious_Value: 0.0378007
Top: 32, Stetemnet: 417, Suspicious_Value: 0.0378007
Top: 32, Stetemnet: 418, Suspicious_Value: 0.0378007
Top: 33, Stetemnet: 116, Suspicious_Value: 0.0309278
Top: 33, Stetemnet: 117, Suspicious_Value: 0.0309278
Top: 33, Stetemnet: 274, Suspicious_Value: 0.0309278
Top: 34, Stetemnet: 236, Suspicious_Value: 0.0274914
Top: 35, Stetemnet: 184, Suspicious_Value: 0.024055
Top: 35, Stetemnet: 238, Suspicious_Value: 0.024055
Top: 35, Stetemnet: 240, Suspicious_Value: 0.024055
Top: 35, Stetemnet: 242, Suspicious_Value: 0.024055
Top: 35, Stetemnet: 244, Suspicious_Value: 0.024055
Top: 35, Stetemnet: 510, Suspicious_Value: 0.024055
Top: 35, Stetemnet: 515, Suspicious_Value: 0.024055
Top: 35, Stetemnet: 516, Suspicious_Value: 0.024055
Top: 36, Stetemnet: 103, Suspicious_Value: 0.0206186
Top: 36, Stetemnet: 105, Suspicious_Value: 0.0206186
Top: 36, Stetemnet: 106, Suspicious_Value: 0.0206186
Top: 36, Stetemnet: 107, Suspicious_Value: 0.0206186
Top: 36, Stetemnet: 123, Suspicious_Value: 0.0206186
Top: 37, Stetemnet: 49, Suspicious_Value: 0.0171821
Top: 37, Stetemnet: 51, Suspicious_Value: 0.0171821
Top: 37, Stetemnet: 52, Suspicious_Value: 0.0171821
Top: 37, Stetemnet: 53, Suspicious_Value: 0.0171821
Top: 38, Stetemnet: 10, Suspicious_Value: 0.00687285
Top: 38, Stetemnet: 11, Suspicious_Value: 0.00687285
Top: 38, Stetemnet: 12, Suspicious_Value: 0.00687285
Top: 38, Stetemnet: 55, Suspicious_Value: 0.00687285
Top: 38, Stetemnet: 57, Suspicious_Value: 0.00687285
Top: 38, Stetemnet: 58, Suspicious_Value: 0.00687285
Top: 38, Stetemnet: 59, Suspicious_Value: 0.00687285
Top: 38, Stetemnet: 61, Suspicious_Value: 0.00687285
Top: 38, Stetemnet: 62, Suspicious_Value: 0.00687285
Top: 38, Stetemnet: 63, Suspicious_Value: 0.00687285
Top: 38, Stetemnet: 65, Suspicious_Value: 0.00687285
Top: 38, Stetemnet: 66, Suspicious_Value: 0.00687285
Top: 38, Stetemnet: 67, Suspicious_Value: 0.00687285
Top: 38, Stetemnet: 69, Suspicious_Value: 0.00687285
Top: 38, Stetemnet: 71, Suspicious_Value: 0.00687285
Top: 38, Stetemnet: 72, Suspicious_Value: 0.00687285
Top: 38, Stetemnet: 73, Suspicious_Value: 0.00687285
Top: 38, Stetemnet: 75, Suspicious_Value: 0.00687285
Top: 38, Stetemnet: 76, Suspicious_Value: 0.00687285
Top: 38, Stetemnet: 77, Suspicious_Value: 0.00687285
Top: 38, Stetemnet: 79, Suspicious_Value: 0.00687285
Top: 38, Stetemnet: 81, Suspicious_Value: 0.00687285
Top: 38, Stetemnet: 82, Suspicious_Value: 0.00687285
Top: 38, Stetemnet: 83, Suspicious_Value: 0.00687285
Top: 38, Stetemnet: 85, Suspicious_Value: 0.00687285
Top: 38, Stetemnet: 87, Suspicious_Value: 0.00687285
Top: 38, Stetemnet: 88, Suspicious_Value: 0.00687285
Top: 38, Stetemnet: 89, Suspicious_Value: 0.00687285
Top: 38, Stetemnet: 91, Suspicious_Value: 0.00687285
Top: 38, Stetemnet: 93, Suspicious_Value: 0.00687285
Top: 38, Stetemnet: 94, Suspicious_Value: 0.00687285
Top: 38, Stetemnet: 95, Suspicious_Value: 0.00687285
Top: 38, Stetemnet: 97, Suspicious_Value: 0.00687285
Top: 38, Stetemnet: 99, Suspicious_Value: 0.00687285
Top: 38, Stetemnet: 100, Suspicious_Value: 0.00687285
Top: 38, Stetemnet: 101, Suspicious_Value: 0.00687285
Top: 38, Stetemnet: 109, Suspicious_Value: 0.00687285
Top: 38, Stetemnet: 111, Suspicious_Value: 0.00687285
Top: 38, Stetemnet: 112, Suspicious_Value: 0.00687285
Top: 38, Stetemnet: 113, Suspicious_Value: 0.00687285
Top: 38, Stetemnet: 212, Suspicious_Value: 0.00687285
Top: 38, Stetemnet: 213, Suspicious_Value: 0.00687285
Top: 38, Stetemnet: 214, Suspicious_Value: 0.00687285
Top: 38, Stetemnet: 215, Suspicious_Value: 0.00687285
Top: 38, Stetemnet: 217, Suspicious_Value: 0.00687285
Top: 38, Stetemnet: 219, Suspicious_Value: 0.00687285
Top: 38, Stetemnet: 221, Suspicious_Value: 0.00687285
Top: 38, Stetemnet: 222, Suspicious_Value: 0.00687285
Top: 38, Stetemnet: 223, Suspicious_Value: 0.00687285
Top: 38, Stetemnet: 224, Suspicious_Value: 0.00687285
Top: 38, Stetemnet: 233, Suspicious_Value: 0.00687285
Top: 39, Stetemnet: 16, Suspicious_Value: 0.00343643
Top: 39, Stetemnet: 21, Suspicious_Value: 0.00343643
Top: 39, Stetemnet: 50, Suspicious_Value: 0.00343643
Top: 39, Stetemnet: 56, Suspicious_Value: 0.00343643
Top: 39, Stetemnet: 64, Suspicious_Value: 0.00343643
Top: 39, Stetemnet: 78, Suspicious_Value: 0.00343643
Top: 39, Stetemnet: 80, Suspicious_Value: 0.00343643
Top: 39, Stetemnet: 84, Suspicious_Value: 0.00343643
Top: 39, Stetemnet: 86, Suspicious_Value: 0.00343643
Top: 39, Stetemnet: 92, Suspicious_Value: 0.00343643
Top: 39, Stetemnet: 96, Suspicious_Value: 0.00343643
Top: 39, Stetemnet: 98, Suspicious_Value: 0.00343643
Top: 39, Stetemnet: 102, Suspicious_Value: 0.00343643
Top: 39, Stetemnet: 104, Suspicious_Value: 0.00343643
Top: 39, Stetemnet: 108, Suspicious_Value: 0.00343643
Top: 39, Stetemnet: 110, Suspicious_Value: 0.00343643
Top: 39, Stetemnet: 130, Suspicious_Value: 0.00343643
Top: 39, Stetemnet: 132, Suspicious_Value: 0.00343643
Top: 39, Stetemnet: 134, Suspicious_Value: 0.00343643
Top: 39, Stetemnet: 136, Suspicious_Value: 0.00343643
Top: 39, Stetemnet: 138, Suspicious_Value: 0.00343643
Top: 39, Stetemnet: 140, Suspicious_Value: 0.00343643
Top: 39, Stetemnet: 142, Suspicious_Value: 0.00343643
Top: 39, Stetemnet: 144, Suspicious_Value: 0.00343643
Top: 39, Stetemnet: 146, Suspicious_Value: 0.00343643
Top: 39, Stetemnet: 148, Suspicious_Value: 0.00343643
Top: 39, Stetemnet: 150, Suspicious_Value: 0.00343643
Top: 39, Stetemnet: 152, Suspicious_Value: 0.00343643
Top: 39, Stetemnet: 154, Suspicious_Value: 0.00343643
Top: 40, Stetemnet: 4, Suspicious_Value: 0
Top: 40, Stetemnet: 5, Suspicious_Value: 0
Top: 40, Stetemnet: 18, Suspicious_Value: 0
Top: 40, Stetemnet: 30, Suspicious_Value: 0
Top: 40, Stetemnet: 32, Suspicious_Value: 0
Top: 40, Stetemnet: 34, Suspicious_Value: 0
Top: 40, Stetemnet: 70, Suspicious_Value: 0
Top: 40, Stetemnet: 125, Suspicious_Value: 0
Top: 40, Stetemnet: 127, Suspicious_Value: 0
Top: 40, Stetemnet: 182, Suspicious_Value: 0
Top: 40, Stetemnet: 186, Suspicious_Value: 0
Top: 40, Stetemnet: 191, Suspicious_Value: 0
Top: 40, Stetemnet: 198, Suspicious_Value: 0
Top: 40, Stetemnet: 200, Suspicious_Value: 0
Top: 40, Stetemnet: 203, Suspicious_Value: 0
Top: 40, Stetemnet: 204, Suspicious_Value: 0
Top: 40, Stetemnet: 205, Suspicious_Value: 0
Top: 40, Stetemnet: 206, Suspicious_Value: 0
Top: 40, Stetemnet: 207, Suspicious_Value: 0
Top: 40, Stetemnet: 208, Suspicious_Value: 0
Top: 40, Stetemnet: 209, Suspicious_Value: 0
Top: 40, Stetemnet: 210, Suspicious_Value: 0
Top: 40, Stetemnet: 216, Suspicious_Value: 0
Top: 40, Stetemnet: 218, Suspicious_Value: 0
Top: 40, Stetemnet: 220, Suspicious_Value: 0
Top: 40, Stetemnet: 225, Suspicious_Value: 0
Top: 40, Stetemnet: 226, Suspicious_Value: 0
Top: 40, Stetemnet: 227, Suspicious_Value: 0
Top: 40, Stetemnet: 228, Suspicious_Value: 0
Top: 40, Stetemnet: 229, Suspicious_Value: 0
Top: 40, Stetemnet: 230, Suspicious_Value: 0
Top: 40, Stetemnet: 231, Suspicious_Value: 0
Top: 40, Stetemnet: 232, Suspicious_Value: 0
Top: 40, Stetemnet: 247, Suspicious_Value: 0
Top: 40, Stetemnet: 248, Suspicious_Value: 0
Top: 40, Stetemnet: 249, Suspicious_Value: 0
Top: 40, Stetemnet: 250, Suspicious_Value: 0
Top: 40, Stetemnet: 251, Suspicious_Value: 0
Top: 40, Stetemnet: 252, Suspicious_Value: 0
Top: 40, Stetemnet: 254, Suspicious_Value: 0
Top: 40, Stetemnet: 255, Suspicious_Value: 0
Top: 40, Stetemnet: 260, Suspicious_Value: 0
Top: 40, Stetemnet: 268, Suspicious_Value: 0
Top: 40, Stetemnet: 276, Suspicious_Value: 0
Top: 40, Stetemnet: 279, Suspicious_Value: 0
Top: 40, Stetemnet: 283, Suspicious_Value: 0
Top: 40, Stetemnet: 285, Suspicious_Value: 0
Top: 40, Stetemnet: 287, Suspicious_Value: 0
Top: 40, Stetemnet: 289, Suspicious_Value: 0
Top: 40, Stetemnet: 290, Suspicious_Value: 0
Top: 40, Stetemnet: 291, Suspicious_Value: 0
Top: 40, Stetemnet: 292, Suspicious_Value: 0
Top: 40, Stetemnet: 293, Suspicious_Value: 0
Top: 40, Stetemnet: 294, Suspicious_Value: 0
Top: 40, Stetemnet: 295, Suspicious_Value: 0
Top: 40, Stetemnet: 296, Suspicious_Value: 0
Top: 40, Stetemnet: 297, Suspicious_Value: 0
Top: 40, Stetemnet: 298, Suspicious_Value: 0
Top: 40, Stetemnet: 299, Suspicious_Value: 0
Top: 40, Stetemnet: 300, Suspicious_Value: 0
Top: 40, Stetemnet: 301, Suspicious_Value: 0
Top: 40, Stetemnet: 302, Suspicious_Value: 0
Top: 40, Stetemnet: 303, Suspicious_Value: 0
Top: 40, Stetemnet: 304, Suspicious_Value: 0
Top: 40, Stetemnet: 305, Suspicious_Value: 0
Top: 40, Stetemnet: 306, Suspicious_Value: 0
Top: 40, Stetemnet: 307, Suspicious_Value: 0
Top: 40, Stetemnet: 308, Suspicious_Value: 0
Top: 40, Stetemnet: 309, Suspicious_Value: 0
Top: 40, Stetemnet: 310, Suspicious_Value: 0
Top: 40, Stetemnet: 311, Suspicious_Value: 0
Top: 40, Stetemnet: 312, Suspicious_Value: 0
Top: 40, Stetemnet: 313, Suspicious_Value: 0
Top: 40, Stetemnet: 314, Suspicious_Value: 0
Top: 40, Stetemnet: 315, Suspicious_Value: 0
